Ligand,s641a_LGFE,s641a_LE,hERG_9CHQ_LGFE,9chq_LE,Nav1.5_6LQA_LGFE,6lqa_LE,Risk,optN_n_LGFE,TdP,hERG5_LGFE,Cav1.2_LGFE,optn_LE,cavRef_LE,MEOO,GEND,GEHC,hERG5_GENA,PRPC,hERG5_MAMN,BENC,ACEC,MAMC,FORC,MEOO9,GEND9,GEHC9,hERG9_GENA,PRPC9,hERG9_MAMN,hERG9_BENC,ACEC9,MAMC9,FORC9,Nav1.5_MEOO,GEND6,GEHC6,GENA6,PRPC6,Nav1.5_MAMN,Nav1.5_BENC,ACEC6,MAMC6,FORC6,MEOOs,GENDs,GEHCs,GENAs,PRPCs,hERGS_MAMN,BENCs,ACECs,MAMCs,MEOOc,Cav1.2_GEND,GEHCc,Cav1.2_GENA,PRPCc,Cav1.2_MAMN,BENCc,ACECc,MAMCc,MolWt,LogP,TPSA,NumHAcceptors,NumHDonors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,smiles
capsaicin_p,-9.114,-0.414,-8.393,-0.381,-15.295,-0.695,NR,,0,-11.427,-7.065,-0.519,-0.321,-0.64,-0.31,0,-1.68,-5.14,0,-3.63,0,0,0,-0.4,-0.42,0,-0.97,-3.66,0,-2.94,0,0,0,-1.2,-0.8,0,-1.61,-7.46,0,-4.18,0,0,0,-0.5,-0.18,0,-0.3,-5.27,0,-2.85,0,0,-0.22,-0.18,0,-0.17,-3.05,0,-3.44,0,0,315.498,3.067,61.72,4,3,15,1,0,1,22,1107.713495,3.680295268,3.976461232,11.38717585,8.466676234,[H]OC1C([H])C([H])C(C([H])([H])N([H])C(O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])C([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])C1OC([H])([H])[H]
captopril_p,-4.793,-0.342,-5.284,-0.377,-8.434,-0.602,NR,,0,-5.072,-5.039,-0.362,-0.36,0,0,-0.21,-0.79,-3.87,0,0,-0.21,0,0,0,0,0.03,-0.44,-2.69,0,0,-2.2,0,0,0,0,-0.2,-0.98,-5.63,0,0,-1.6,0,0,0,0,-0.2,0.02,-4.01,0,0,-0.61,0,0,0,-0.39,0.15,-1.84,0,0,-3,0,221.322,-0.3542,63.93,5,4,6,1,0,1,14,613.3547121,3.921140061,3.106574942,5.322335622,2.608507814,[H]SC([H])([H])C([H])(C(O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(O)O)C([H])([H])[H]
carbamazepine_p,-7.559,-0.42,-6.531,-0.363,-11.011,-0.612,NR,,0,-8.033,-6.713,-0.446,-0.373,0,-0.88,-0.27,-0.83,0,0,-6.05,0,0,0,0,-0.45,-0.09,-0.37,0,0,-5.62,0,0,0,0,-1.1,-0.21,-0.47,0,0,-9.18,0,0,0,0,-0.11,-0.19,-0.02,0,0,-7.23,0,0,0,-0.97,-0.45,-0.01,0,0,-5.29,0,0,252.402,2.4344,49.49,3,2,2,3,0,1,18,576.1711938,2.221526967,5.01274686,5.476308426,2.325968602,[H]C1C([H])C([H])C2C(C1[H])C([H])C([H])C1C([H])C([H])C([H])C([H])C1N2C(O)N([H])[H]
carbetapentane_p,-8.519,-0.355,-9.011,-0.375,-17.382,-0.724,NR,,0,-14.343,-7.741,-0.598,-0.323,0,0,0,-1.42,-3.29,-6.2,-3.4,0,0,0,0,0,0,-1.28,-3.13,-1,-3.56,0,0,0,0,0,0,-1.87,-8.7,-3.5,-3.35,0,0,0,0,0,0,-0.47,-4.64,-1.7,-1.69,0,0,0,0,0,0.14,-3.04,-1.6,-3.22,0,0,342.544,2.4034,43.13,3,2,13,2,0,1,24,1385.672811,2.929404279,3.8493758,10.74620818,5.418320763,[H]C1C([H])C([H])C(C2(C(O)OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])C1[H]
cariprazine_p,-8.492,-0.303,-8.786,-0.314,-17.906,-0.64,NR,,0,-12.986,-8.236,-0.464,-0.294,0,-0.37,0.06,-2.17,-4.16,-5.2,-1.1,0,0,0,0,-1.3,-0.02,-1.67,-1.03,-2.5,-2.27,0,0,0,0,-0.64,-0.2,-2.4,-8.47,-2.5,-3.67,0,0,0,0,-0.12,-0.31,-0.56,-5.41,-0.59,-1.48,0,0,0,-0.95,-0.39,-0.09,-3.55,-0.46,-2.81,0,0,395.656,1.3876,43.18,4,3,9,3,0,1,28,1589.90224,2.469909615,5.06285042,10.71652249,6.148874698,[H]C1C([H])C(C)C(C)C(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])(N([H])C(O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C1[H]
carvedilol_p,-10.322,-0.344,-9.983,-0.333,-19.654,-0.655,NR,,0,-15.575,-10.563,-0.519,-0.352,-0.19,-0.6,-0.22,-1.25,-1.51,-6.2,-5.59,0,0,0,-0.06,0.03,-0.07,-0.91,-0.36,-2.5,-6.12,0,0,0,-0.34,-0.83,-0.42,-2.03,-1.69,-3.6,-10.77,0,0,0,-0.33,-0.3,-0.71,-0.31,-0.66,-0.04,-7.97,0,0,-0.41,-0.82,-0.68,0.19,-1.13,-0.63,-7.09,0,0,425.634,1.6008,76.56,5,3,12,4,0,1,30,1431.963002,1.747289445,6.892702161,11.57372552,5.757422567,[H]OC([H])(C([H])([H])OC1C([H])C([H])C([H])C2C1C1C([H])C([H])C([H])C([H])C1N2[H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])OC1C([H])C([H])C([H])C([H])C1OC([H])([H])[H]
cefaclor_p,-8.023,-0.334,-8.181,-0.341,-14.871,-0.62,NR,,0,-11.896,-6.351,-0.496,-0.265,0,-0.59,-0.2,-1.35,-1.94,-6.2,-1.56,-0.04,0,0,0,-0.98,-0.21,-0.52,-1.03,-0.88,-2.71,-1.8,0,0,0,-0.81,-0.33,-1.36,-3.43,-2.8,-4.77,-1.4,0,0,0,-0.56,-0.64,-0.05,-1.57,-1.6,-3.26,-0.33,0,0,-0.25,0.22,0.09,-0.32,-0.08,-3.14,-2.9,0,362.516,-1.5239,123.83,7,6,6,3,0,1,24,895.9532365,2.107937552,7.978708425,7.753298548,3.47883018,[H]C1C([H])C([H])C(C([H])(C(O)N([H])C2([H])C(O)N3C(C(O)O)C(C)C([H])([H])SC32[H])[N+]([H])([H])[H])C([H])C1[H]
cefadroxil_p,-7.992,-0.32,-8.937,-0.357,-14.963,-0.599,NR,,0,-11.785,-6.858,-0.471,-0.274,-0.49,-0.59,-0.19,-0.62,-1.9,-6.2,-1.73,-0.04,0,0,-0.1,-0.98,-0.21,-0.61,-0.94,-1.5,-2.72,-1.8,0,0,-0.45,-1.12,-0.16,-1.08,-2.87,-3.6,-3.85,-1.9,0,0,-0.46,-0.12,-0.39,-0.19,-1.91,-0.98,-3,-0.95,0,-0.47,-0.01,-0.34,0.27,0.05,-1.7,-1.72,-3,0,378.515,-2.5531,144.06,8,7,8,3,0,1,25,1000.691513,2.133370223,7.455401218,7.953723083,3.851090632,[H]OC1C([H])C([H])C(C([H])(C(O)N([H])C2([H])C(O)N3C(C(O)O)C(C([H])([H])[H])C([H])([H])SC32[H])[N+]([H])([H])[H])C([H])C1[H]
cefazolin_p,-7.959,-0.274,-7.636,-0.263,-15.85,-0.547,NR,,0,-10.154,-4.627,-0.35,-0.16,0,-0.48,-1.18,-4.7,-3.64,0,0,-0.14,0,0,0,-0.82,0.21,-3.72,-0.89,0,0,-2.4,0,0,0,-1.26,-1.37,-6.68,-5.78,0,0,-0.78,0,0,0,-0.4,-2.12,-1.3,-3.68,0,0,-0.44,0,0,-0.88,-0.67,0.2,-0.36,0,0,-2.9,0,470.647,-3.7439,159.58,15,10,9,4,0,1,29,1029.889111,1.632069483,11.62287984,10.01316325,5.151824253,[H]C1NNNN1C([H])([H])C(O)N([H])C1([H])C(O)N2C(C(O)O)C(C([H])([H])SC3NNC(C([H])([H])[H])S3)C([H])([H])SC21[H]
cefdinir_p,-7.545,-0.29,-6.101,-0.235,-12.955,-0.498,NR,,0,-8.051,-3.262,-0.31,-0.125,-0.47,-1.27,-0.83,-2.72,-3.12,0,0,0.35,0,0,-0.36,-1.89,-0.42,-1.26,-1.14,0,0,-1,0,0,-0.44,-1.65,-1.07,-2.64,-6.17,0,0,-0.98,0,0,-0.73,-0.57,-1.57,-0.7,-2.96,0,0,-1,0,-0.24,-0.12,-0.88,0.09,-0.47,0,0,-1.6,0,411.55,-3.0299,166.5,12,9,10,3,0,1,26,850.7872613,1.965067827,10.36541509,8.758565155,3.881333906,[H]ONC(C1NC(N([H])[H])SC1[H])C(O)N([H])C1([H])C(O)N2C(C(O)O)C(C([H])C([H])[H])C([H])([H])SC21[H]
cefepime_p,-8.676,-0.271,-6.537,-0.204,-16.431,-0.513,NR,,0,-12.414,-3.553,-0.388,-0.111,0,-1.38,-0.77,-2.75,-4.23,-5.2,0,1.9,0,0,0,-0.57,0.16,-0.67,-2.94,-0.11,0,-2.4,0,0,0,-1.49,-0.93,-2.65,-8.74,-2.2,0,-0.37,0,0,0,-0.73,-1.54,-0.74,-5.02,-0.21,0,-0.44,0,0,-0.23,-0.75,0.25,1.36,-1.1,0,-3.1,0,495.692,-3.0273,155.5,12,8,12,4,0,1,32,1472.997122,1.878361683,8.976747639,10.48064499,5.101829389,[H]C1SC(N([H])[H])NC1C(NOC([H])([H])[H])C(O)N([H])C1([H])C(O)N2C(C(O)O)C(C([H])([H])[N+]3(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])SC21[H]
cefixime_p,-7.523,-0.251,-7.107,-0.237,-14.422,-0.481,NR,,0,-8.269,-4.732,-0.276,-0.158,0,-1.3,-0.7,-3.36,-3.64,0,0,0.74,0,0,0,-0.73,0.6,-1.81,-1.91,0,0,-3.29,0,0,0,-1.99,-0.96,-3.02,-5.84,0,0,-2.58,0,0,0,-0.48,-1.35,-0.6,-3.8,0,0,-1.28,0,0,0,-0.1,0.81,0.39,0,0,-5.9,0,471.602,-4.1768,195.96,14,10,12,3,0,1,30,990.9616413,2.006175728,12.61809425,10.89267004,5.400988314,[H]C([H])C([H])C1C(C(O)O)N2C(O)C([H])(N([H])C(O)C(NOC([H])([H])C(O)O)C3NC(N([H])[H])SC3[H])C2([H])SC1([H])[H]
cefotaxime_p,-7.192,-0.24,-6.699,-0.223,-14.676,-0.489,NR,,0,-9.244,-2.984,-0.308,-0.099,0,-1.36,-0.87,-3.84,-3.36,0,0,0.2,0,0,0,-0.93,-0.05,-2.22,-1.31,0,0,-2.2,0,0,0,-2.05,-0.96,-4.86,-5.82,0,0,-0.98,0,0,0,-0.74,-1.65,-1.12,-3.23,0,0,-0.44,0,0,0.36,-0.19,0.06,-0.28,0,0,-3,0,471.602,-3.9128,184.96,14,9,13,3,0,1,30,1088.858876,2.014765865,11.09686931,10.89267004,5.400988314,[H]C1SC(N([H])[H])NC1C(NOC([H])([H])[H])C(O)N([H])C1([H])C(O)N2C(C(O)O)C(C([H])([H])OC(O)C([H])([H])[H])C([H])([H])SC21[H]
cefpodoxime_p,-7.466,-0.267,-6.275,-0.224,-13.811,-0.493,NR,,0,-9.087,-2.829,-0.325,-0.101,0,-1.48,-0.61,-3.89,-3.88,0,0,0.77,0,0,0,-1.89,-0.42,-1.73,-1.2,0,0,-1,0,0,0,-1.52,-1.33,-4.23,-6.79,0,0,0,0,0,0,-0.62,-1.73,-0.9,-3.18,0,0,-1,0,0,0.36,0.17,-6.94E-18,-0.43,0,0,-3,0,441.576,-3.6213,164.73,13,8,12,3,0,1,28,1037.995413,2.020089775,9.81324414,10.04482245,4.61427166,[H]C1SC(N([H])[H])NC1C(NOC([H])([H])[H])C(O)N([H])C1([H])C(O)N2C(C(O)O)C(C([H])([H])OC([H])([H])[H])C([H])([H])SC21[H]
cenobamate_p,-6.973,-0.387,-6.467,-0.359,-12.258,-0.681,NR,,0,-9.282,-4.161,-0.516,-0.231,0,-0.87,-0.42,-4.26,-0.72,0,-3.01,0,0,0,0,-0.45,0.33,-2.66,-0.52,0,-3.15,0,0,0,0,-1.1,-0.65,-4.83,-1.27,0,-4.37,0,0,0,0,-0.22,-0.82,-0.91,-0.85,0,-4.18,0,0,0,-0.45,-1.04,-0.43,-0.44,0,-1.81,0,0,259.354,-0.7806,94.81,7,5,6,2,0,1,18,535.8909685,2.508597509,6.005751973,6.76152135,3.856297684,[H]C1NNN(C([H])([H])C([H])(OC(O)N([H])[H])C2C([H])C([H])C([H])C([H])C2C)N1
cephalexin_p,-8.399,-0.35,-8.222,-0.343,-15.023,-0.626,NR,,0,-11.679,-6.578,-0.487,-0.274,0,-0.59,-0.2,-0.71,-2.45,-6.2,-1.47,-0.04,0,0,0,-0.49,-0.23,-0.15,-1.34,-1.9,-2.75,-1.4,0,0,0,-0.8,-0.32,-1.02,-4.23,-2.8,-4.49,-1.4,0,0,0,-0.56,-0.64,0.18,-2.03,-1.6,-3.41,-0.33,0,0,-0.25,0.22,-0.1,-0.59,0.49,-3.47,-2.9,0,362.516,-1.5239,123.83,7,6,7,3,0,1,24,982.0833084,2.136589439,6.905919884,7.753298548,3.47883018,[H]C1C([H])C([H])C(C([H])(C(O)N([H])C2([H])C(O)N3C(C(O)O)C(C([H])([H])[H])C([H])([H])SC32[H])[N+]([H])([H])[H])C([H])C1[H]
chlophedianol_p,-7.962,-0.398,-7.679,-0.384,-14.183,-0.709,NR,,0,-12.035,-7.747,-0.602,-0.387,-0.06,0,0,-0.49,-1.24,-6.2,-4.01,0,0,0,-0.21,0,0,-0.23,-0.34,-2.3,-4.56,0,0,0,-0.3,0,0,-0.33,-1.81,-3.8,-7.94,0,0,0,-0.34,0,0,-0.09,-1.6,-0.98,-4.97,0,0,-0.47,0,0,0.06,-0.33,-1.8,-5.17,0,0,282.492,2.6587,24.67,1,2,8,2,0,1,20,841.0571519,3.136110416,4.057785167,7.264413645,3.763702938,[H]OC(C1C([H])C([H])C([H])C([H])C1[H])(C1C([H])C([H])C([H])C([H])C1C)C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H]
chlordiazepoxide_p,-6.897,-0.328,-6.546,-0.312,-13.87,-0.66,NR,,0,-8.97,-7.052,-0.427,-0.336,-0.1,0,-0.31,-1.32,-2.66,0,-3.12,0,-1.4,0,-0.33,0,-0.09,-1.23,-1.62,0,-2.85,0,-0.43,0,-0.65,0,-0.17,-1.9,-3.98,0,-4.16,0,-3,0,-0.62,0,-0.23,-0.48,-2.12,0,-3.57,0,0.12,-0.7,0,0.24,-0.13,-0.95,0,-3.06,0,-2.5,295.471,2.58,47.53,4,3,4,3,0,1,21,762.0827528,2.259519924,5.728999638,6.94636095,3.440586204,[H]ON1C(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C(C)C([H])C([H])C2NC(N([H])C([H])([H])[H])C1([H])[H]
chlorothiazide_p,-4.833,-0.284,-6.475,-0.381,-10.503,-0.618,NR,,0,-7.589,-2.948,-0.446,-0.173,0,-1.53,0,-3.32,0,0,-2.73,0,0,0,0,-3.3,0,-1.68,0,0,-1.53,0,0,0,0,-1.57,0,-4.9,0,0,-4.06,0,0,0,0,-0.06,0,-0.82,0,0,-3.94,0,0,0,-0.48,0,-0.12,0,0,-2.34,0,0,287.407,0.9623,131,7,7,2,2,0,1,17,465.5315101,2.480141129,7.875953385,4.510831073,2.721488853,[H]C1C(C)C(S(O)(O)N([H])[H])C([H])C2C1N([H])C([H])NS2(O)O
chlorpropamide_p,-5.957,-0.35,-6.545,-0.385,-11.807,-0.695,NR,,0,-8.265,-4.607,-0.486,-0.271,0,-0.99,0,-2.85,-1.47,0,-2.93,0,0,0,0,-0.98,0,-1.53,-1.03,0,-3,0,0,0,0,-1.32,0,-3.35,-2.55,0,-4.59,0,0,0,0,-0.22,0,-0.42,-1.37,0,-3.93,0,0,0,-1.63,0,0.12,-0.64,0,-2.46,0,0,266.407,2.0958,84.75,5,5,7,1,0,1,17,595.3699761,3.254707745,4.920786752,6.916650029,5.112218735,[H]C1C([H])C(S(O)(O)N([H])C(O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])C([H])C1C
chlorthalidone_p,-7.387,-0.336,-6.467,-0.294,-11.894,-0.541,NR,,0,-9.278,-5.086,-0.422,-0.231,-0.64,-0.99,-0.64,-1.99,-0.49,0,-4.52,0,0,0,0.25,-3.3,-0.49,-1.17,-0.09,0,-1.69,0,0,0,0.03,-1.53,-0.87,-2.97,-0.02,0,-6.56,0,0,0,-0.63,-0.5,-0.96,-0.34,-0.26,0,-4.69,0,0,-0.26,-0.76,-1.39,0.21,-0.37,0,-2.5,0,0,334.482,1.8321,118.97,6,6,4,3,0,1,22,733.3336946,2.196993721,7.992884738,5.878066255,2.8113938,[H]OC1(C2C([H])C([H])C(C)C(S(O)(O)N([H])[H])C2[H])C2C([H])C([H])C([H])C([H])C2C(O)N1[H]
cholecalciferol_p,-11.622,-0.415,-8.237,-0.294,-19.246,-0.687,NR,,0,-10.642,-7.713,-0.38,-0.275,-0.32,0,0,0,-10.31,0,0,0,0,0,-0.7,0,0,0,-7.53,0,0,0,0,0,-0.49,0,0,0,-18.74,0,0,0,0,0,-0.51,0,0,0,-11.12,0,0,0,0,-0.44,0,0,0,-7.3,0,0,0,0,390.696,7.8587,20.23,1,1,14,3,0,1,28,2057.772182,2.91890831,3.715208039,9.844659932,5.164620782,[H]OC1([H])C([H])([H])C(C([H])C([H])C2C([H])([H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])[H])C([H])([H])C1([H])[H]
clevidipine_p,-8.219,-0.274,-6.33,-0.211,-15.116,-0.504,NR,,0,-11.142,-4.795,-0.371,-0.16,0,-0.48,-0.2,-5.15,-3.32,0,-1.98,0,0,0,0,0.2,0.08,-3.21,-2.74,0,-0.69,0,0,0,0,0.23,0.16,-6.11,-5.32,0,-4.1,0,0,0,0,-0.26,-0.91,-1.17,-3.82,0,-2.06,0,0,0,-1.1,-0.88,0.76,-0.56,0,-3.05,0,0,431.614,2.6799,100.41,7,4,14,2,0,1,30,1230.230598,2.982992582,8.494653494,12.0922857,6.151679335,[H]C1C([H])C(C)C(C)C(C2([H])C(C(O)OC([H])([H])[H])C(C([H])([H])[H])N([H])C(C([H])([H])[H])C2C(O)OC([H])([H])OC(O)C([H])([H])C([H])([H])C([H])([H])[H])C1[H]
clindamycin_p,-8.574,-0.318,-7.477,-0.277,-16.414,-0.608,NR,,0,-13.476,-6.354,-0.499,-0.235,-1.31,0.01,0,-1.5,-5.46,-5.2,0,0,0,0,-0.95,-0.45,0,-0.87,-3.53,-1.7,0,0,0,0,-0.12,-0.83,0,-2.32,-10.96,-2.2,0,0,0,0,-1.75,-0.22,0,-0.19,-6.19,-0.21,0,0,0,-0.85,-0.9,0,0.07,-2.66,-2,0,0,0,407.597,-1.2071,106.62,7,6,15,2,0,1,27,1677.408505,3.509868609,4.775367807,10.20495313,5.362842426,[H]OC1([H])C([H])(SC([H])([H])[H])OC([H])(C([H])(N([H])C(O)C2([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[N+]2([H])C([H])([H])[H])C([H])(C)C([H])([H])[H])C([H])(O[H])C1([H])O[H]
clobetasol_p,-8.972,-0.32,-6.689,-0.239,-15.386,-0.549,NR,,0,-9.891,-5.945,-0.353,-0.212,-0.67,0,0,-2.27,-6.95,0,0,0,0,0,-0.34,0,0,-0.41,-5.94,0,0,0,0,0,-1.43,0,0,-3.13,-10.84,0,0,0,0,0,-0.67,0,0,-0.21,-8.07,0,0,0,0,-1.22,0,0,0.07,-4.81,0,0,0,0,398.559,3.2009,80.92,4,4,7,4,0,1,28,1615.576504,2.704148105,5.761840616,6.38414908,2.253146346,[H]OC1([H])C([H])([H])C2(C([H])([H])[H])C(O[H])(C(O)C([H])([H])C)C([H])(C([H])([H])[H])C([H])([H])C2([H])C2([H])C([H])([H])C([H])([H])C3C([H])C(O)C([H])C([H])C3(C([H])([H])[H])C12F
clonidine_p,-4.938,-0.353,-5.567,-0.398,-12.893,-0.921,NR,,0,-9.202,-4.636,-0.657,-0.331,0,0,-0.16,-0.58,-0.63,-5.9,-1.96,0,0,0,0,0,0.02,-0.82,-0.13,-1.7,-2.93,0,0,0,0,0,0,-1.58,-0.81,-2.7,-4.78,0,-3,0,0,0,-0.25,-0.23,-0.67,-0.44,-3.34,0,0,0,0,0.12,-0.04,-0.25,-1.6,-2.87,0,0,197.326,0.8771,36.09,3,3,2,2,0,1,14,442.9658473,2.354734391,3.719807281,4.599556777,2.271817702,[H]C1C([H])C(C)C(N([H])C2N([H])C([H])([H])C([H])([H])N2[H])C(C)C1[H]
clopidogrel_p,-6.452,-0.307,-5.835,-0.278,-11.638,-0.554,NR,,0,-8.707,-5.24,-0.415,-0.25,0,0,-0.11,-0.84,-1.65,-5.2,-0.89,0,0,0,0,0,0.16,-0.66,-0.7,-1.7,-2.95,0,0,0,0,0,-0.78,-1.35,-1.53,-3.1,-4.9,0,0,0,0,0,-1.48,-0.46,-2.26,0.88,-3.14,0,0,0,0,-0.89,-0.03,-0.54,-1.8,-1.95,0,0,314.515,1.5564,33.9,3,2,5,3,0,1,21,894.2018249,2.415839069,5.368360777,7.201680336,3.436650292,[H]C1SC2C(C1[H])C([H])([H])[N+]([H])(C([H])(C(O)OC([H])([H])[H])C1C([H])C([H])C([H])C([H])C1C)C([H])([H])C2([H])[H]
crofelemer_p,-8.852,-0.385,-8.765,-0.381,-15.307,-0.666,NR,,0,-11.253,-6.169,-0.489,-0.268,0,-0.23,-0.56,-3.09,-0.95,0,-6.41,0,0,0,0,-0.45,-0.08,-1.86,-0.48,0,-5.87,0,0,0,0,-0.63,-0.8,-3.41,-1.28,0,-9.17,0,0,0,0,0.55,-0.87,-0.39,-1.03,0,-7.13,0,0,0,-0.9,-0.27,-0.14,-0.03,0,-4.8,0,0,326.481,2.342,62.75,5,3,7,3,0,1,23,828.6673978,1.850523853,6.509198385,8.766686496,4.665512272,[H]C1C([H])C([H])C(C2ONC(C(O)N([H])C([H])([H])C3C([H])C([H])C([H])C([H])C3OC([H])([H])[H])C2[H])C([H])C1[H]
dapagliflozin_p,-10.132,-0.362,-10.297,-0.368,-17.476,-0.624,NR,,0,-11.697,-8.692,-0.418,-0.31,-1.61,0,0,-1.55,-3.26,0,-5.27,0,0,0,-0.92,0,0,-1.26,-2.41,0,-5.72,0,0,0,-1.65,0,0,-2.48,-6.38,0,-7,0,0,0,-1.89,0,0,-0.31,-3.11,0,-4.83,0,0,-1.65,0,0,0.21,-2.31,0,-4.91,0,0,400.556,1.8666,99.38,6,4,11,3,0,1,28,1294.669134,2.264547912,6.629256163,10.18255692,5.079273624,[H]OC([H])([H])C1([H])OC([H])(C2C([H])C([H])C(C)C(C([H])([H])C3C([H])C([H])C(OC([H])([H])C([H])([H])[H])C([H])C3[H])C2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
dapsone_p,-6.433,-0.378,-6.678,-0.393,-11.04,-0.649,NR,,0,-8.316,-4.994,-0.489,-0.294,0,-1.36,0,-1.32,0,0,-5.63,0,0,0,0,-3.2,0,-0.69,0,0,-2.8,0,0,0,0,-1.64,0,-0.94,0,0,-8.49,0,0,0,0,-0.55,0,-0.02,0,0,-5.88,0,0,0,-1.73,0,0.19,0,0,-3.49,0,0,262.419,2.2768,92.5,4,4,4,2,0,1,17,500.9987489,2.426300304,4.94360028,5.446172584,3.146079453,[H]C1C([H])C(S(O)(O)C2C([H])C([H])C(N([H])[H])C([H])C2[H])C([H])C([H])C1N([H])[H]
darifenacin_p,-9.496,-0.297,-9.181,-0.287,-18.395,-0.575,NR,,0,-14.552,-8.475,-0.455,-0.265,0,-0.6,-0.52,-0.52,-2.55,-5.2,-5.12,0,0,0,0,-0.05,0.1,-1.13,-1.7,-0.58,-5.84,0,0,0,0,-0.23,-0.48,-1.13,-3.79,-3.6,-9.18,0,0,0,0,-0.34,-0.54,-0.11,-2.91,1,-6.63,0,0,0,-0.09,0.17,-0.06,-1.79,-0.46,-6.23,0,0,447.728,3.9106,59.92,3,3,8,5,0,1,32,1656.747515,1.931968416,6.778426876,10.62431462,4.677884091,[H]C1C([H])C([H])C(C(C2C([H])C([H])C([H])C([H])C2[H])(C(O)N([H])[H])C2([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])C3C([H])C([H])C4OC([H])([H])C([H])([H])C4C3[H])C2([H])[H])C([H])C1[H]
delavirdine_p,-8.525,-0.266,-6.482,-0.203,-16.227,-0.507,NR,,0,-10.306,-2.633,-0.322,-0.082,0,-1.5,-0.81,-2.87,-2.55,0,-2.55,0,0,0,0,-2.38,-0.37,-1.52,-0.86,0,-1.37,0,0,0,0,-2.41,-1.66,-3.95,-3.77,0,-4.42,0,0,0,0,-0.78,-1.85,-0.74,-2.68,0,-2.49,0,0,0,-0.94,-0.41,0.17,0.11,0,-1.57,0,0,474.716,0.7827,115.29,9,7,10,4,0,1,32,1533.753517,1.854010199,7.743087658,10.7202394,6.352280685,[H]C1NC(N2C([H])([H])C([H])([H])N(C(O)C3C([H])C4C([H])C(N([H])S(O)(O)C([H])([H])[H])C([H])C([H])C4N3[H])C([H])([H])C2([H])[H])C(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])C1[H]
desvenlafaxine_p,-7.934,-0.418,-7.531,-0.396,-13.067,-0.688,NR,,0,-10.844,-6.348,-0.571,-0.334,-0.65,0,0,0,-2.63,-6.2,-1.37,0,0,0,-0.85,0,0,0,-1.78,-1.8,-3.05,0,0,0,-0.88,0,0,0,-6.01,-3.8,-2.42,0,0,0,-1.05,0,0,0,-4.2,-0.98,-1.71,0,0,-0.71,0,0,0,-2.18,-1.8,-1.61,0,0,270.437,0.9934,44.9,2,3,8,2,0,1,19,1057.219944,3.48647586,2.867412674,6.554308216,3.928092511,[H]OC1C([H])C([H])C(C([H])(C2(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])C1[H]
dexbrompheniramine_p,-7.381,-0.388,-7.252,-0.382,-13.653,-0.719,NR,,0,-11.479,-5.677,-0.604,-0.299,0,0,-0.29,-1.25,-1.31,-5.2,-3.41,0,0,0,0,0,0.12,-1.31,-0.19,-2.3,-3.54,0,0,0,0,0,-0.44,-1.71,-1.65,-3.8,-6.03,0,0,0,0,0,-0.52,-0.09,-1.45,-0.66,-4.67,0,0,0,0,-0.23,-0.12,-1.24,-1.6,-2.5,0,0,265.274,0.8911,16.47,1,2,7,2,0,1,19,852.772197,2.995044858,3.840909498,7.684106653,4.786625457,[H]C1NC(C([H])(C2C([H])C([H])C(B)C([H])C2[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])C([H])C1[H]
